행정동코드,유휴공간수,문화시설수,복지시설수,상권수,총인구,청년인구,노인인구,평균생활인구,평균청년생활인구,평균노인생활인구
1114060500,0,4,0,5,3000.0,1199.0,691.0,14292.119166666667,3852.90299731182,4128.073528225801
1114061500,0,6,0,9,7416.0,2563.0,2343.0,13892.299018817237,3553.7913575268767,3740.6573252688177
1114062500,0,1,1,5,13021.0,3962.0,4248.0,13797.550604838716,3303.049227150541,3388.0308333333287
1114063500,0,2,1,2,15749.0,3884.0,5729.0,18607.204415322598,3698.716364247305,5130.851854838711
1114064500,0,0,1,1,10736.0,3102.0,3539.0,6120.048662634424,1465.4269489247313,1581.6539516129017
1114065000,0,0,0,2,9939.0,3159.0,2947.0,9738.525383064534,2153.4016666666685,2619.1537365591444
1114066500,1,1,0,1,9721.0,2274.0,3245.0,13269.001048387094,2706.2617405913957,3739.9318145161246
1114067000,0,1,0,5,13116.0,5347.0,3193.0,13795.841270161289,3838.430779569892,2940.4014381720403
1114068000,0,6,0,2,11849.0,3318.0,3138.0,12747.500288978486,2862.25067204301,3268.9126142473065
1117051000,0,8,1,4,15653.0,4855.0,4475.0,12791.877782258065,3070.6213776881673,3114.238608870965
1117052000,0,2,0,2,8498.0,2877.0,2711.0,10714.339737903221,3191.1711088709662,2068.5829301075264
1117053000,0,1,0,4,6996.0,2153.0,2465.0,20826.876418010776,6411.051592741917,5089.039643817206
1117055500,0,1,1,4,18651.0,7463.0,4946.0,22077.519334677414,7148.858602150549,5038.858649193547
1117056000,1,2,0,3,17025.0,6961.0,3232.0,13928.626223118266,4376.337204301077,3095.1773655914
1117057000,0,1,1,1,13390.0,4159.0,3648.0,13534.037076612914,3384.629549731184,3377.727768817196
1117058000,0,8,0,2,10390.0,3468.0,2404.0,9684.069657258065,2515.4574260752693,2314.296041666667
1117059000,0,0,1,3,11050.0,3453.0,3238.0,10339.678944892476,2356.468938172042,2658.6240389784925
1117062500,0,7,2,7,20889.0,7821.0,4983.0,58051.11290994625,20931.79565188172,11562.993595430076
1117063000,0,0,1,3,24919.0,5419.0,6394.0,24012.235282258054,4485.502856182796,6557.147620967739
1117064000,0,1,1,1,7737.0,2066.0,2537.0,4512.516572580646,908.5600806451622,1064.4889180107539
1117065000,0,4,1,6,5898.0,1902.0,1959.0,10278.256364247287,3914.5630712365587,2117.4060013440867
1117066000,0,1,0,2,8350.0,2780.0,2402.0,10586.05090053764,3067.466814516132,2213.748561827958
1117068500,0,16,1,8,13719.0,3823.0,3655.0,27707.306512096795,8026.689623655899,6167.74332661291
1117069000,0,2,0,3,12045.0,2853.0,3310.0,17197.918655913974,3855.5859879032305,4503.173393817208
1117070000,0,1,0,4,6684.0,1762.0,2375.0,5520.060477150545,1127.8313306451591,1597.8785752688177
1120052000,0,0,1,2,15774.0,4938.0,4152.0,12012.498770161304,2947.5893615591403,2918.7660349462376
1120053500,0,0,3,3,25540.0,7967.0,6270.0,27066.677533602102,7264.252184139774,6705.2513709677505
1120054000,0,0,1,6,21438.0,7454.0,6114.0,24611.68774193545,6926.363326612917,6120.689643817206
1120055000,0,2,1,3,11950.0,6575.0,2169.0,15352.534482526878,7663.32475134408,2633.8365524193555
1120056000,0,1,0,4,15457.0,5086.0,3698.0,33380.55600134404,9654.247856182805,7649.534677419347
1120057000,0,0,0,0,22412.0,5889.0,6028.0,20373.4082325269,4419.519321236562,5218.119771505375
1120058000,0,0,0,2,14433.0,3607.0,3677.0,12103.506545698923,2316.3561088709657,3207.3981854838667
1120059000,0,0,0,3,14277.0,3597.0,4093.0,13838.77177419356,2707.8161693548373,3396.8414045698946
1120061500,1,1,2,4,20566.0,5825.0,5714.0,20979.3281922043,4383.419717741935,5209.185712365595
1120062000,0,0,0,3,13869.0,3562.0,3818.0,14568.989778225807,2716.994159946241,3699.7230174731167
1120064500,0,2,1,3,25080.0,6735.0,6533.0,20274.558823924726,4091.122043010755,4812.512533602153
1120065000,0,3,0,4,14906.0,4834.0,4061.0,20528.187903225775,5920.714791666675,4991.4785483870955
1120066000,0,3,1,5,13548.0,4599.0,3382.0,21211.89520161288,6959.662594086004,4532.487076612899
1120067000,0,2,0,4,13692.0,3875.0,4694.0,16838.48209005377,4666.942083333329,4550.1940188172075
1120069000,0,3,0,4,9508.0,3245.0,2733.0,31833.259657258142,12292.611236559134,6464.079516129029
1120072000,0,1,1,2,9116.0,2802.0,2872.0,11632.081209677424,3299.8985685483867,2811.9286693548415
1120079000,0,2,1,3,13040.0,5559.0,3335.0,17361.639267473125,5215.261928763453,4262.074845430106
1121571000,0,3,0,7,22755.0,14713.0,3306.0,32163.30188172046,16395.368743279552,4748.343568548392
1121573000,0,4,1,5,18459.0,7410.0,4814.0,18383.04552419352,6393.346532258061,3878.5952956989213
1121574000,0,0,1,4,14865.0,5620.0,4108.0,15384.799596774197,4152.636989247318,3776.156418010754
1121575000,0,1,0,4,19752.0,6575.0,5672.0,19031.676135752674,4992.342903225805,4733.797533602154
1121576000,0,1,1,3,15164.0,4849.0,4806.0,14652.918313172035,3553.0166599462364,3801.2286155913994
1121577000,0,0,0,5,26759.0,7470.0,8946.0,31442.41993951611,7128.620913978492,8586.406478494624
1121578000,1,2,0,2,10811.0,4499.0,2499.0,13253.922896505339,4395.738965053762,2601.315678763439
1121581000,0,3,0,3,32964.0,6818.0,6518.0,36045.81040322581,8508.16887096774,9049.271686827955
1121582000,0,0,0,4,21509.0,7637.0,5759.0,21958.780860215065,6513.712392473117,5144.043346774193
1121583000,0,1,2,5,26401.0,8312.0,6801.0,27175.367909946202,6656.361774193526,6605.114395161287
1121584000,0,0,1,2,26669.0,7096.0,7130.0,30175.0263104839,7754.8676680107565,7306.852486559131
1121584700,0,4,0,6,19835.0,6847.0,6050.0,23082.924979838746,6795.581471774175,5465.620665322583
1121585000,0,0,0,5,22856.0,9089.0,5373.0,21066.482600806452,6626.238965053754,4687.29551747312
1121586000,1,2,1,2,24857.0,6563.0,7236.0,25101.030826612863,5808.816290322584,6409.398669354835
1121587000,0,1,1,5,27511.0,8164.0,7000.0,32697.357862903275,8707.839650537631,8004.21182123656
1123051500,0,0,0,0,16375.0,6588.0,3609.0,18911.14921370964,5163.14382392473,4823.949375000003
1123053300,0,0,2,0,22573.0,7625.0,6316.0,19442.012526881677,4470.216088709669,5182.142459677422
1123053600,0,3,0,12,0.0,0.0,0.0,0.0,0.0,0.0
1123054500,0,6,1,17,22291.0,7385.0,7521.0,24690.802022849413,5978.075524193553,6093.343958333342
1123056000,1,1,1,8,32262.0,9411.0,9113.0,38583.06264784948,9781.740981182778,9727.818393817217
1123057000,0,2,2,1,17349.0,3987.0,5693.0,18572.01793010754,4221.623084677422,4823.880201612904
1123060000,0,2,0,5,27251.0,8425.0,6545.0,25960.40475134409,6382.777741935496,6022.139233870963
1123061000,0,1,2,6,27346.0,7362.0,8828.0,28807.00165994622,5909.071129032259,7735.588870967741
1123065000,0,0,2,4,37034.0,10594.0,10768.0,35304.55372311829,8258.949905913976,8903.248037634414
1123066000,0,1,3,6,32786.0,8382.0,8585.0,33323.86674731186,7480.066512096771,8005.469321236569
1123070500,0,3,3,4,18005.0,4130.0,7774.0,20906.503024193546,3817.5073857526922,5433.399482526886
1123071000,0,2,0,4,10102.0,4866.0,2065.0,14614.777405913954,5817.1843077956955,2787.898205645163
